﻿key_resp.keys,key_resp.rt,trial_para,tar_shape,dis_color_condi,tar_line,cor_resp,dis_loc,tar_loc,resp.keys,resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,frameRate,resp.rt,key_resp_2.keys,key_resp_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,block_num,key_resp_3.keys,key_resp_3.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
space,14.3058,"[""circle"",""red"",""hori"",""left"",[106,106],[-106,-106]]",circle,red,hori,left,"[106,106]","[-106,-106]",,0,0,0,0,0,1,001,2025-03-10_22h19.04.361,SL_base,2021.2.3,Win32,161.2903226,,,,,,,,,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[150,0]]",diamond,no_dis,vert,up,"[99999,99999]","[150,0]",,0,1,0,1,0,1,001,2025-03-10_22h19.04.361,SL_base,2021.2.3,Win32,161.2903226,,,,,,,,,,,,,,,,
,,"[""circle"",""green"",""hori"",""left"",[0,150],[0,-150]]",circle,green,hori,left,"[0,150]","[0,-150]",,0,2,0,2,0,1,001,2025-03-10_22h19.04.361,SL_base,2021.2.3,Win32,161.2903226,,,,,,,,,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[0,-150],[-106,106]]",circle,red,hori,left,"[0,-150]","[-106,106]",,0,3,0,3,0,1,001,2025-03-10_22h19.04.361,SL_base,2021.2.3,Win32,161.2903226,,,,,,,,,,,,,,,,
,,"[""diamond"",""no_dis"",""hori"",""left"",[99999,99999],[-150,0]]",diamond,no_dis,hori,left,"[99999,99999]","[-150,0]",left,1,4,0,4,0,1,001,2025-03-10_22h19.04.361,SL_base,2021.2.3,Win32,161.2903226,2.376,,,,,,,,,,,,,,,
,,"[""circle"",""green"",""hori"",""left"",[0,-150],[-150,0]]",circle,green,hori,left,"[0,-150]","[-150,0]",left,1,5,0,5,0,1,001,2025-03-10_22h19.04.361,SL_base,2021.2.3,Win32,161.2903226,2.2503,,,,,,,,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[-150,0],[106,-106]]",diamond,green,hori,left,"[-150,0]","[106,-106]",left,1,6,0,6,0,1,001,2025-03-10_22h19.04.361,SL_base,2021.2.3,Win32,161.2903226,1.9943,,,,,,,,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[150,0],[0,-150]]",circle,green,vert,up,"[150,0]","[0,-150]",left,0,7,0,7,0,1,001,2025-03-10_22h19.04.361,SL_base,2021.2.3,Win32,161.2903226,2.484,,,,,,,,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[106,-106],[-106,-106]]",circle,red,vert,up,"[106,-106]","[-106,-106]",,0,8,0,8,0,1,001,2025-03-10_22h19.04.361,SL_base,2021.2.3,Win32,161.2903226,,,,,,,,,,,,,,,,
,,"[""diamond"",""green"",""vert"",""up"",[-106,106],[106,-106]]",diamond,green,vert,up,"[-106,106]","[106,-106]",left,0,9,0,9,0,1,001,2025-03-10_22h19.04.361,SL_base,2021.2.3,Win32,161.2903226,2.6971,,,,,,,,,,,,,,,
