﻿key_resp.keys,key_resp.rt,trial_para,tar_shape,dis_color_condi,tar_line,cor_resp,dis_loc,tar_loc,resp.keys,resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,frameRate,resp.rt,key_resp_2.keys,key_resp_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,block_num,key_resp_3.keys,key_resp_3.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
space,21.0173,"[""diamond"",""no_dis"",""hori"",""left"",[99999,99999],[0,-150]]",diamond,no_dis,hori,left,"[99999,99999]","[0,-150]",,0,0,0,0,0,1,001,2025-03-17_15h22.56.327,SL_base,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[106,106],[106,-106]]",circle,red,vert,up,"[106,106]","[106,-106]",up,1,1,0,1,0,1,001,2025-03-17_15h22.56.327,SL_base,2021.2.3,Win32,59.88023952,2.6557,,,,,,,,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[106,-106],[-106,106]]",diamond,red,vert,up,"[106,-106]","[-106,106]",up,1,2,0,2,0,1,001,2025-03-17_15h22.56.327,SL_base,2021.2.3,Win32,59.88023952,1.0516,,,,,,,,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[106,106],[0,150]]",circle,red,hori,left,"[106,106]","[0,150]",left,1,3,0,3,0,1,001,2025-03-17_15h22.56.327,SL_base,2021.2.3,Win32,59.88023952,1.6579,,,,,,,,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[0,-150],[150,0]]",circle,red,hori,left,"[0,-150]","[150,0]",left,1,4,0,4,0,1,001,2025-03-17_15h22.56.327,SL_base,2021.2.3,Win32,59.88023952,1.4174,,,,,,,,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[0,150]]",circle,no_dis,hori,left,"[99999,99999]","[0,150]",left,1,5,0,5,0,1,001,2025-03-17_15h22.56.327,SL_base,2021.2.3,Win32,59.88023952,1.093,,,,,,,,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[106,106],[-106,106]]",diamond,red,vert,up,"[106,106]","[-106,106]",up,1,6,0,6,0,1,001,2025-03-17_15h22.56.327,SL_base,2021.2.3,Win32,59.88023952,0.8338,,,,,,,,,,,,,,,
,,"[""diamond"",""no_dis"",""hori"",""left"",[99999,99999],[-106,-106]]",diamond,no_dis,hori,left,"[99999,99999]","[-106,-106]",left,1,7,0,7,0,1,001,2025-03-17_15h22.56.327,SL_base,2021.2.3,Win32,59.88023952,1.1331,,,,,,,,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[-150,0],[0,-150]]",circle,red,vert,up,"[-150,0]","[0,-150]",up,1,8,0,8,0,1,001,2025-03-17_15h22.56.327,SL_base,2021.2.3,Win32,59.88023952,1.4251,,,,,,,,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[150,0],[-106,106]]",diamond,green,hori,left,"[150,0]","[-106,106]",left,1,9,0,9,0,1,001,2025-03-17_15h22.56.327,SL_base,2021.2.3,Win32,59.88023952,0.9674,,,,,,,,,,,,,,,
