﻿key_resp.keys,key_resp.rt,trial_para,tar_shape,dis_color_condi,tar_line,cor_resp,dis_loc,tar_loc,resp.keys,resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,frameRate,resp.rt,key_resp_2.keys,key_resp_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,block_num,key_resp_3.keys,key_resp_3.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
space,13.3122,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[150,0]]",circle,no_dis,hori,left,"[99999,99999]","[150,0]",,0,0,0,0,0,1,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,
,,"[""diamond"",""no_dis"",""hori"",""left"",[99999,99999],[-106,-106]]",diamond,no_dis,hori,left,"[99999,99999]","[-106,-106]",,0,1,0,1,0,1,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,
,,"[""diamond"",""green"",""vert"",""up"",[106,106],[106,-106]]",diamond,green,vert,up,"[106,106]","[106,-106]",,0,2,0,2,0,1,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[-106,-106],[0,-150]]",diamond,green,hori,left,"[-106,-106]","[0,-150]",,0,3,0,3,0,1,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,
,,"[""diamond"",""no_dis"",""hori"",""left"",[99999,99999],[0,-150]]",diamond,no_dis,hori,left,"[99999,99999]","[0,-150]",,0,4,0,4,0,1,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,
,,"[""diamond"",""red"",""hori"",""left"",[150,0],[-106,-106]]",diamond,red,hori,left,"[150,0]","[-106,-106]",left,1,5,0,5,0,1,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,2.5023,,,,,,,,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[-106,106]]",diamond,no_dis,vert,up,"[99999,99999]","[-106,106]",up,1,6,0,6,0,1,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.1278,,,,,,,,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[-150,0],[-106,106]]",diamond,red,vert,up,"[-150,0]","[-106,106]",left,0,7,0,7,0,1,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.2694,,,,,,,,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[-150,0],[0,-150]]",diamond,green,hori,left,"[-150,0]","[0,-150]",left,1,8,0,8,0,1,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.5027,,,,,,,,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[150,0],[-106,106]]",diamond,green,hori,left,"[150,0]","[-106,106]",left,1,9,0,9,0,1,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.0344,,,,,,,,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[150,0]]",circle,no_dis,hori,left,"[99999,99999]","[150,0]",left,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.5178,space,6.9922,0,0,0,0,1,,,,,,,,
,,"[""diamond"",""no_dis"",""hori"",""left"",[99999,99999],[-106,-106]]",diamond,no_dis,hori,left,"[99999,99999]","[-106,-106]",left,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.5519,,,1,0,1,0,1,,,,,,,,
,,"[""diamond"",""green"",""vert"",""up"",[106,106],[106,-106]]",diamond,green,vert,up,"[106,106]","[106,-106]",left,0,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,0.7455,,,2,0,2,0,1,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[-106,-106],[0,-150]]",diamond,green,hori,left,"[-106,-106]","[0,-150]",left,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.4054,,,3,0,3,0,1,,,,,,,,
,,"[""diamond"",""no_dis"",""hori"",""left"",[99999,99999],[0,-150]]",diamond,no_dis,hori,left,"[99999,99999]","[0,-150]",left,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.15,,,4,0,4,0,1,,,,,,,,
,,"[""diamond"",""red"",""hori"",""left"",[150,0],[-106,-106]]",diamond,red,hori,left,"[150,0]","[-106,-106]",left,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.0667,,,5,0,5,0,1,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[-106,106]]",diamond,no_dis,vert,up,"[99999,99999]","[-106,106]",up,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.1122,,,6,0,6,0,1,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[-150,0],[-106,106]]",diamond,red,vert,up,"[-150,0]","[-106,106]",up,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.5218,,,7,0,7,0,1,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[-150,0],[0,-150]]",diamond,green,hori,left,"[-150,0]","[0,-150]",left,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.9269,,,8,0,8,0,1,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[150,0],[-106,106]]",diamond,green,hori,left,"[150,0]","[-106,106]",left,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.4568,,,9,0,9,0,1,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[150,0],[-106,-106]]",circle,green,vert,up,"[150,0]","[-106,-106]",left,0,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,2.3706,,,10,0,10,0,1,,,,,,,,
,,"[""diamond"",""green"",""vert"",""up"",[150,0],[0,150]]",diamond,green,vert,up,"[150,0]","[0,150]",up,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,1.3097,,,11,0,11,0,1,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[106,-106],[150,0]]",diamond,red,vert,up,"[106,-106]","[150,0]",up,1,,,,,,001,2025-03-11_12h46.03.374,SL_sali_41,2021.2.3,Win32,163.9344262,0.9467,,,12,0,12,0,1,,,,,,,,
